"lsoa11cd","lsoa11nm","BP_PRE_1900","BP_1900_1918","BP_1919_1929","BP_1930_1939","BP_1945_1954","BP_1955_1964","BP_1965_1972","BP_1973_1982","BP_1983_1992","BP_1993_1999","BP_2000_2009","BP_2010_2015","BP_UNKNOWN","ALL_PROPERTIES","MODE1_VAL","MODE1_TYPE","MODE1_PC","MODE2_VAL","MODE2_TYPE","MODE2_PC","MODE2_MODE1_RATIO"
"E01000309","Barnet 031D",20,150,240,70,20,70,1,10,10,20,40,0,1,650,240,"BP_1919_1929",0.37,150,"BP_1900_1918",0.23,0.63
"E01000310","Barnet 034C",0,1,350,220,80,20,10,0,0,1,40,1,1,730,350,"BP_1919_1929",0.48,220,"BP_1930_1939",0.3,0.63
"E01000311","Barnet 034D",1,20,450,40,1,10,0,10,10,0,20,10,1,570,450,"BP_1919_1929",0.79,40,"BP_1930_1939",0.07,0.09
"E01000312","Barnet 036E",0,0,110,80,0,20,40,0,430,1,60,0,1,730,430,"BP_1983_1992",0.59,110,"BP_1919_1929",0.15,0.26
"E01000313","Barnet 036F",220,150,30,50,30,40,120,1,20,0,50,0,0,700,220,"BP_PRE_1900",0.31,150,"BP_1900_1918",0.21,0.68
"E01000314","Barnet 032F",10,220,220,180,10,10,20,10,30,10,20,10,1,720,220,"BP_1919_1929",0.31,220,"BP_1900_1918",0.31,1
"E01000315","Barnet 022F",0,10,250,110,40,20,1,0,30,140,20,1,1,620,250,"BP_1919_1929",0.4,140,"BP_1993_1999",0.23,0.56
"E01000316","Barnet 027E",40,280,30,180,20,10,20,1,10,30,250,1,1,880,280,"BP_1900_1918",0.32,250,"BP_2000_2009",0.28,0.89
"E01000317","Barnet 019D",30,280,70,110,30,20,70,20,1,20,20,10,0,680,280,"BP_1900_1918",0.41,110,"BP_1930_1939",0.16,0.39
"E01000318","Barnet 019E",0,270,140,180,0,0,0,0,1,30,1,0,1,610,270,"BP_1900_1918",0.44,180,"BP_1930_1939",0.3,0.67
"E01000319","Barnet 027F",1,400,60,40,1,10,0,0,1,0,0,0,0,510,400,"BP_1900_1918",0.78,60,"BP_1919_1929",0.12,0.15
"E01000320","Barnet 011D",50,70,160,200,20,10,30,10,110,0,0,1,0,650,200,"BP_1930_1939",0.31,160,"BP_1919_1929",0.25,0.8
"E01000321","Barnet 012E",200,220,80,40,30,40,20,10,40,50,10,20,10,750,220,"BP_1900_1918",0.29,200,"BP_PRE_1900",0.27,0.91
"E01000322","Barnet 011E",20,100,60,290,80,160,30,20,1,10,10,0,1,790,290,"BP_1930_1939",0.37,160,"BP_1955_1964",0.2,0.55
"E01000323","Barnet 019F",100,350,30,50,10,30,70,20,90,50,40,10,10,870,350,"BP_1900_1918",0.4,100,"BP_PRE_1900",0.11,0.29
"E01000324","Barnet 015F",20,130,110,220,30,70,50,10,10,1,10,1,1,670,220,"BP_1930_1939",0.33,130,"BP_1900_1918",0.19,0.59
"E01000325","Bexley 014A",10,1,90,480,0,1,1,0,1,0,10,1,1,600,480,"BP_1930_1939",0.8,90,"BP_1919_1929",0.15,0.19
"E01000326","Bexley 014B",0,1,370,120,0,1,60,1,0,1,0,0,1,550,370,"BP_1919_1929",0.67,120,"BP_1930_1939",0.22,0.32
"E01000327","Bexley 017A",20,1,60,360,10,120,10,30,0,0,10,10,10,630,360,"BP_1930_1939",0.57,120,"BP_1955_1964",0.19,0.33
"E01000328","Bexley 017B",1,1,0,370,30,60,70,70,1,0,20,1,1,630,370,"BP_1930_1939",0.59,70,"BP_1973_1982",0.11,0.19
"E01000329","Bexley 017C",60,10,0,150,180,50,30,1,20,0,1,130,10,650,180,"BP_1945_1954",0.28,150,"BP_1930_1939",0.23,0.83
"E01000330","Bexley 017D",90,20,1,120,10,210,60,160,70,50,1,0,10,790,210,"BP_1955_1964",0.27,160,"BP_1973_1982",0.2,0.76
"E01000331","Bexley 017E",0,0,0,160,280,90,40,40,0,0,0,0,1,620,280,"BP_1945_1954",0.45,160,"BP_1930_1939",0.26,0.57
"E01000332","Bexley 005A",50,1,110,50,10,100,190,50,60,10,1,1,1,620,190,"BP_1965_1972",0.31,110,"BP_1919_1929",0.18,0.58
"E01000333","Bexley 003A",250,40,10,20,10,180,60,150,110,0,10,1,1,850,250,"BP_PRE_1900",0.29,180,"BP_1955_1964",0.21,0.72
"E01000334","Bexley 006A",80,20,50,80,20,60,160,110,30,1,20,0,1,630,160,"BP_1965_1972",0.25,110,"BP_1973_1982",0.17,0.69
"E01000335","Bexley 003B",100,70,0,110,10,200,30,60,10,20,50,180,10,820,200,"BP_1955_1964",0.24,180,"BP_2010_2015",0.22,0.9
"E01000336","Bexley 003C",100,90,10,60,1,190,10,80,140,110,40,0,1,830,190,"BP_1955_1964",0.23,140,"BP_1983_1992",0.17,0.74
"E01000337","Bexley 003D",210,10,1,210,10,50,40,160,10,0,0,0,1,700,210,"BP_1930_1939",0.3,210,"BP_PRE_1900",0.3,1
"E01000338","Bexley 003E",360,20,60,70,30,40,20,40,40,1,30,10,1,720,360,"BP_PRE_1900",0.5,70,"BP_1930_1939",0.1,0.19
"E01000339","Bexley 025A",0,10,90,320,60,20,100,10,10,1,0,0,0,610,320,"BP_1930_1939",0.52,100,"BP_1965_1972",0.16,0.31
"E01000340","Bexley 018A",0,0,110,400,1,40,20,20,30,10,10,1,1,630,400,"BP_1930_1939",0.63,110,"BP_1919_1929",0.17,0.28
"E01000341","Bexley 022A",1,0,10,320,40,160,60,10,10,10,1,10,10,630,320,"BP_1930_1939",0.51,160,"BP_1955_1964",0.25,0.5
"E01000342","Bexley 022B",0,0,0,510,0,0,0,1,130,10,0,0,0,650,510,"BP_1930_1939",0.78,130,"BP_1983_1992",0.2,0.25
"E01000343","Bexley 022C",0,1,10,520,1,1,0,1,1,1,10,1,1,550,520,"BP_1930_1939",0.95,10,"BP_2000_2009",0.02,0.02
"E01000344","Bexley 025B",30,30,80,450,1,50,10,1,10,1,20,1,10,680,450,"BP_1930_1939",0.66,80,"BP_1919_1929",0.12,0.18
"E01000345","Bexley 022D",0,40,20,430,1,0,1,0,1,0,1,0,1,500,430,"BP_1930_1939",0.86,40,"BP_1900_1918",0.08,0.09
"E01000346","Bexley 021A",0,0,0,620,0,0,0,1,1,1,1,1,1,630,620,"BP_1930_1939",0.98,1,"BP_UNKNOWN",0,0
"E01000347","Bexley 021B",0,0,0,510,0,20,1,40,70,1,20,0,1,660,510,"BP_1930_1939",0.77,70,"BP_1983_1992",0.11,0.14
"E01000348","Bexley 020A",1,1,0,490,1,1,10,1,0,10,1,1,1,530,490,"BP_1930_1939",0.92,10,"BP_1993_1999",0.02,0.02
"E01000349","Bexley 020B",10,10,20,250,140,140,50,1,20,10,0,1,20,670,250,"BP_1930_1939",0.37,140,"BP_1955_1964",0.21,0.56
"E01000350","Bexley 021C",0,0,10,520,0,0,0,1,0,1,1,0,1,530,520,"BP_1930_1939",0.98,10,"BP_1919_1929",0.02,0.02
"E01000351","Bexley 024A",1,0,0,440,0,160,30,1,0,0,1,1,10,650,440,"BP_1930_1939",0.68,160,"BP_1955_1964",0.25,0.36
"E01000352","Bexley 021D",1,1,20,330,20,240,20,20,10,1,20,1,20,700,330,"BP_1930_1939",0.47,240,"BP_1955_1964",0.34,0.73
"E01000353","Bexley 011A",0,0,0,650,20,10,1,1,0,0,1,0,1,680,650,"BP_1930_1939",0.96,20,"BP_1945_1954",0.03,0.03
"E01000354","Bexley 011B",1,0,0,230,180,110,70,30,0,1,0,1,1,630,230,"BP_1930_1939",0.37,180,"BP_1945_1954",0.29,0.78
"E01000355","Bexley 011C",20,0,0,540,0,10,0,0,1,1,1,0,1,570,540,"BP_1930_1939",0.95,20,"BP_PRE_1900",0.04,0.04
"E01000356","Bexley 009A",1,1,10,590,30,1,1,0,0,0,0,1,10,640,590,"BP_1930_1939",0.92,30,"BP_1945_1954",0.05,0.05
"E01000357","Bexley 009B",0,1,0,490,0,0,1,0,0,0,0,0,0,500,490,"BP_1930_1939",0.98,1,"BP_1965_1972",0,0
"E01000358","Bexley 011D",20,10,30,550,30,30,1,10,0,0,0,1,10,680,550,"BP_1930_1939",0.81,30,"BP_1955_1964",0.04,0.05
"E01000359","Bexley 009C",0,1,0,440,1,20,10,10,0,10,1,0,1,500,440,"BP_1930_1939",0.88,20,"BP_1955_1964",0.04,0.05
"E01000360","Bexley 015A",370,110,30,70,10,60,10,20,10,1,20,10,10,710,370,"BP_PRE_1900",0.52,110,"BP_1900_1918",0.15,0.3
"E01000361","Bexley 020C",110,20,20,240,90,20,10,30,40,30,10,1,10,620,240,"BP_1930_1939",0.39,110,"BP_PRE_1900",0.18,0.46
"E01000362","Bexley 015B",60,10,10,360,90,10,20,10,50,10,10,1,10,640,360,"BP_1930_1939",0.56,90,"BP_1945_1954",0.14,0.25
"E01000363","Bexley 020D",50,80,40,210,50,90,10,10,10,10,10,1,10,570,210,"BP_1930_1939",0.37,90,"BP_1955_1964",0.16,0.43
"E01000364","Bexley 023A",1,0,0,190,200,120,120,10,20,0,1,1,1,670,200,"BP_1945_1954",0.3,190,"BP_1930_1939",0.28,0.95
"E01000365","Bexley 015C",110,30,20,320,1,90,70,0,0,60,20,0,1,720,320,"BP_1930_1939",0.44,110,"BP_PRE_1900",0.15,0.34
"E01000366","Bexley 015D",130,80,50,250,20,50,10,20,1,10,20,20,20,680,250,"BP_1930_1939",0.37,130,"BP_PRE_1900",0.19,0.52
"E01000367","Bexley 010A",0,10,1,50,270,40,0,100,70,0,1,90,1,630,270,"BP_1945_1954",0.43,100,"BP_1973_1982",0.16,0.37
"E01000368","Bexley 010B",0,0,0,20,420,40,20,0,80,70,1,0,0,640,420,"BP_1945_1954",0.66,80,"BP_1983_1992",0.13,0.19
"E01000369","Bexley 014C",0,300,0,200,80,30,1,1,1,0,10,1,1,640,300,"BP_1900_1918",0.47,200,"BP_1930_1939",0.31,0.67
"E01000370","Bexley 014D",0,60,170,300,50,20,1,0,50,0,20,1,1,670,300,"BP_1930_1939",0.45,170,"BP_1919_1929",0.25,0.57
"E01000371","Bexley 014E",0,0,1,610,30,1,0,0,0,0,0,0,0,650,610,"BP_1930_1939",0.94,30,"BP_1945_1954",0.05,0.05
"E01000372","Bexley 010C",10,1,1,140,380,60,20,10,0,1,1,1,1,620,380,"BP_1945_1954",0.61,140,"BP_1930_1939",0.23,0.37
"E01000373","Bexley 008A",90,1,0,10,0,0,60,50,20,0,10,0,1,220,90,"BP_PRE_1900",0.41,60,"BP_1965_1972",0.27,0.67
"E01000374","Bexley 019A",1,50,200,40,140,90,10,0,1,0,0,0,0,540,200,"BP_1919_1929",0.37,140,"BP_1945_1954",0.26,0.7
